# timestamp tx ty tz qx qy qz qw
1520530731.400018454 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1520530731.450020313 0.620350228 0.054498114 -0.782429262 0.000584572 -0.000394595 -0.003605550 0.999993251
1520530731.500021219 0.617836931 -0.172612181 0.191436538 0.004254309 -0.003383702 -0.006828358 0.999961912
1520530731.600011110 1.014634048 0.032051805 -0.703362154 0.006709859 -0.004231294 -0.008608466 0.999931482
1520530731.800016880 1.023219142 -0.028969827 -1.701461677 0.005817184 -0.003820287 -0.007234981 0.999949609
1520530732.000037193 1.496439586 -0.214634267 -2.562618531 0.005543573 -0.008056153 -0.010533911 0.999896697
1520530732.100039959 0.961128151 0.200957966 -1.827278634 0.010476268 -0.003962605 -0.012189960 0.999862966
1520530732.150042057 0.475685482 0.505827229 -2.646668741 0.010172839 -0.004430127 -0.014010031 0.999840290
1520530732.200043917 0.642577614 -0.224019194 -3.309594993 0.010645115 -0.003122064 -0.014753223 0.999829624
1520530732.250044823 0.665526337 -0.127282442 -2.314549589 0.010350830 -0.002658462 -0.011279236 0.999879279
1520530732.550063372 0.059405890 -0.032038348 -3.104199237 0.009358004 -0.002509502 -0.016029046 0.999824585
1520530732.650066376 -0.696986164 0.134193809 -2.471555633 0.008799131 -0.001556916 -0.016840836 0.999818252
1520530732.800092936 -0.244693888 -0.322538483 -1.705509087 0.007574395 0.000076931 -0.013445292 0.999880916
1520530733.450195789 -0.517079636 -0.356041372 -0.743904407 0.012621260 0.003889215 -0.013004591 0.999828214
1520530735.850183249 -0.329994755 -0.452408539 0.233701146 0.019590958 0.007131673 -0.018623845 0.999609167
1520530735.900184393 0.604383776 -0.110717406 0.334616610 0.024077483 0.010046421 -0.025757054 0.999327733
1520530735.950186253 0.808271261 -0.283638239 1.298218333 0.022593513 0.015530408 -0.028895541 0.999206379
1520530736.000188351 0.806579210 -0.556979663 2.260133923 0.018253060 0.022839880 -0.030356553 0.999111428
1520530736.050192118 1.779809860 -0.561648445 2.030350751 0.014883679 0.027423800 -0.032803153 0.998974657
1520530736.100193024 2.766344247 -0.461473947 1.901064356 0.016067091 0.032072413 -0.034438046 0.998762850
1520530736.150193930 3.750874616 -0.509784521 1.732642142 0.021898192 0.036647405 -0.035443917 0.998459396
1520530736.200196028 4.705392857 -0.748257472 1.553685222 0.029964324 0.039532616 -0.033959987 0.998191380
1520530736.250198126 5.640003566 -1.044799014 1.357303105 0.036535027 0.042847870 -0.032235379 0.997892846
1520530736.300199270 6.562673613 -1.256867857 1.035267718 0.039555264 0.046797706 -0.029897766 0.997673032
1520530736.350200176 7.532780362 -1.282576165 0.793954689 0.038010962 0.051283044 -0.027629048 0.997577993
1520530736.400202036 8.512087353 -1.200845617 0.608811675 0.032334353 0.055243648 -0.025309588 0.997628214
1520530736.450247765 9.458791708 -1.069236129 0.314822209 0.023148022 0.059477770 -0.023753950 0.997678462
1520530736.500248909 10.410282764 -1.150059782 0.017951350 0.014517083 0.064339224 -0.022979993 0.997557837
1520530736.550254822 11.353117751 -0.883533736 -0.182113778 0.015468822 0.068990558 -0.022902364 0.997234426
1520530736.600251675 12.305745988 -1.132271506 -0.357125103 0.018718714 0.075526428 -0.024380489 0.996669935
1520530736.650343657 13.290409388 -1.019902952 -0.490584073 0.024521206 0.081354994 -0.026498952 0.996031064
1520530736.700254679 14.196000692 -1.349880654 -0.757078173 0.023732135 0.084703732 -0.028899820 0.995704205
1520530736.750256538 15.144108553 -1.509633445 -1.031979118 0.021919023 0.090134425 -0.031954763 0.995175479
1520530736.800257683 16.038294720 -1.909545036 -1.233229754 0.017332475 0.094043317 -0.035905809 0.994769427
1520530736.850259781 16.031491354 -1.589479322 -0.285858838 0.016313548 0.106802753 -0.040826136 0.993307740
1520530736.900250196 16.955257195 -1.912739116 -0.491187293 0.012571679 0.111876939 -0.043151121 0.992705135
1520530736.950252295 17.937503093 -2.024504310 -0.641857592 0.011252989 0.118017110 -0.046190336 0.991872867
1520530737.000254154 18.888006021 -2.136929013 -0.931520966 0.015000673 0.125458562 -0.050605992 0.990693778
1520530737.050255060 19.473654420 -2.089374811 -0.122351916 0.022022245 0.135783689 -0.050694270 0.989195583
1520530737.100257397 20.346738253 -2.282032259 -0.570244458 0.029027728 0.142339030 -0.047343746 0.988258853
1520530737.150258064 21.246052036 -2.402091020 -0.990744889 0.031270927 0.147615550 -0.044851138 0.987532356
1520530737.200260162 21.812560153 -1.736041740 -1.475973608 0.031933338 0.149823748 -0.045188656 0.987163154
1520530737.250261307 22.422704809 -1.847368679 -0.691544000 0.023799404 0.154342550 -0.049290493 0.986500083
1520530737.300258875 22.759530346 -0.933810465 -0.919491244 0.019647496 0.155712396 -0.054743567 0.986088621
1520530737.350260735 23.081214919 0.008547844 -1.011577366 0.013810415 0.156918293 -0.061444509 0.985601590
1520530737.400261879 23.191776878 0.999214993 -1.091293447 0.004440584 0.157303077 -0.070096883 0.985049466
1520530737.600268841 22.286106987 0.823945901 -0.705232838 0.009424762 0.156742303 -0.068491315 0.985216709
1520530737.650269747 21.679457780 0.251629983 -0.153479968 0.021896442 0.157611816 -0.068940552 0.984848344
1520530737.700183392 21.100615532 -0.331993640 0.416015527 0.039269507 0.160142084 -0.068763098 0.983912626
1520530737.750184298 20.462551289 -0.699326118 1.092728813 0.057153211 0.160378539 -0.071232016 0.982821568
1520530737.800186157 19.772844046 -1.243549648 1.570352797 0.066261195 0.154829999 -0.074801313 0.982874300
1520530737.850187302 19.029117257 -1.452386609 2.205378454 0.070391643 0.149157064 -0.077637194 0.983244452
1520530737.900189161 18.310649870 -1.675100281 2.864319449 0.070938478 0.140981710 -0.077181669 0.984446484
1520530737.950191021 17.472058538 -1.818902133 3.389757938 0.073287335 0.135534281 -0.072411448 0.985401445
1520530738.000192165 16.767028702 -1.966219454 4.083465756 0.088477630 0.133467774 -0.068666347 0.984704522
1520530738.050194263 16.043467791 -2.178120205 4.740396255 0.109346979 0.127670693 -0.060201194 0.983930510
1520530738.100307703 15.313814867 -2.300264450 5.413216731 0.129414373 0.115134152 -0.053014546 0.983455899
1520530738.150314808 15.333398460 -2.907166983 6.207751687 0.141344239 0.087010881 -0.048680519 0.984926962
1520530738.200310707 14.460985833 -2.821122834 6.688888480 0.147349362 0.075207787 -0.043034685 0.985281671
1520530738.250403643 13.563894037 -2.641473329 7.092562067 0.146334449 0.064147176 -0.041978086 0.986260214
1520530738.300313711 12.702885064 -2.273063623 7.443186989 0.142364822 0.056211796 -0.041029448 0.987364713
1520530738.350315809 11.892227828 -1.772319376 7.746650407 0.137384949 0.048114510 -0.039331993 0.988566318
1520530738.400316715 11.185269270 -1.123044859 8.027100402 0.129148919 0.036275472 -0.037868370 0.990237665
1520530738.450318575 10.378361892 -0.546428741 7.898981961 0.113848445 0.026571129 -0.036047803 0.992488319
1520530738.500566959 9.795982004 0.260279678 7.999257546 0.100337004 0.020200955 -0.035066573 0.994130144
1520530738.550567865 9.047193367 0.888334030 7.787447945 0.082202604 0.013377983 -0.032884274 0.995983125
1520530738.600570202 8.327344885 1.145553327 7.142733747 0.060105228 0.002926380 -0.032214380 0.997667796
1520530738.650571108 7.606981571 1.815227609 6.962142908 0.047160845 -0.001644682 -0.033417034 0.998326826
1520530738.700572968 6.819448273 2.354295379 6.663483831 0.030000292 -0.007337820 -0.033565771 0.998959197
1520530738.750574112 6.109175420 2.990619159 6.362477982 0.012054118 -0.013198763 -0.032866401 0.999299900
1520530738.800575972 5.399270342 3.655621177 6.130514414 -0.003710923 -0.019218652 -0.029637549 0.999369045
1520530738.850576878 4.570197925 4.107617682 5.801366899 -0.015435606 -0.021791702 -0.024719973 0.999337674
1520530738.900221348 3.662126208 4.343391424 5.455221699 -0.021065608 -0.022966673 -0.016658171 0.999375444
1520530738.950223684 3.521047500 4.581184763 6.416237374 -0.023213979 -0.035684438 -0.009320830 0.999049976
1520530739.000224590 2.576491895 4.292650238 6.259512975 -0.020784258 -0.039531791 -0.008039481 0.998969779
1520530739.050226450 2.357770361 4.412912283 7.227861017 -0.011054799 -0.054964412 -0.005996663 0.998409107
1520530739.100227594 2.108398703 4.581344258 8.181508985 0.000611256 -0.071704449 -0.005214793 0.997412104
1520530739.150229454 1.141215009 4.355820909 8.064483682 0.011394584 -0.075409022 -0.008317460 0.997052889
