# timestamp tx ty tz qx qy qz qw
1520616724.357818365 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1520616724.407773018 0.000772536 -0.002183752 -0.000440328 -0.000056867 0.000863738 0.003005244 0.999995110
1520616724.457774878 0.001252957 -0.004023893 -0.001416047 -0.000905840 0.000144022 0.006111499 0.999980904
1520616724.507776022 0.002662611 -0.005820675 -0.001900104 -0.002310409 0.000327479 0.010750361 0.999939490
1520616724.557777882 0.005946179 -0.008240113 -0.000750396 -0.002084552 0.004803319 0.013158253 0.999899717
1520616724.607778788 0.007401278 -0.009710427 0.000944644 -0.001179477 0.010004857 0.014894074 0.999838326
1520616724.657780886 0.010332622 -0.010553720 0.002769322 -0.000317361 0.015820735 0.014064417 0.999775873
1520616724.707781792 0.010982621 -0.011698095 0.003437548 -0.001079496 0.018582676 0.018951138 0.999647124
1520616724.757783890 0.011770109 -0.011565440 0.003561099 -0.006413640 0.021593490 0.025236233 0.999427696
1520616724.807788849 0.013146704 -0.011478077 0.003384744 -0.014970619 0.024151619 0.027755435 0.999210796
1520616724.857789755 0.012966464 -0.010174916 0.002251289 -0.022000248 0.022419631 0.028932461 0.999087715
1520616724.907791853 0.010221292 -0.010504793 0.000461731 -0.026581404 0.017783623 0.031732409 0.998984597
1520616724.957894802 0.011552140 -0.009913473 -0.000808276 -0.025704745 0.016121150 0.033374899 0.998982227
1520616725.007794619 0.009903887 -0.012837953 -0.000747968 -0.023559780 0.015736595 0.034809383 0.998992294
1520616725.057795763 0.010130072 -0.015949267 -0.002133137 -0.021203227 0.013758496 0.037632239 0.998971942
1520616725.107797861 0.010002873 -0.018069633 -0.002858306 -0.018797911 0.016097080 0.035232757 0.999072658
1520616725.157799006 0.011449198 -0.018151091 -0.002898483 -0.014873384 0.018225780 0.032370911 0.999199043
1520616725.207800865 0.011383173 -0.019764310 -0.003543536 -0.012587735 0.018204289 0.031238220 0.999266894
1520616725.257856369 0.012618317 -0.021683072 -0.005207802 -0.011859451 0.016658230 0.031342090 0.999299520
1520616725.307858467 0.011620450 -0.021674382 -0.006027154 -0.011394896 0.015763481 0.032161694 0.999293398
1520616725.357859373 0.012255793 -0.020460146 -0.007015953 -0.014134186 0.015984870 0.030118931 0.999318547
1520616725.407861233 0.011367021 -0.016762511 -0.007668668 -0.020146499 0.015338655 0.028358353 0.999277063
1520616725.457863331 0.010278862 -0.014216314 -0.009187011 -0.028506745 0.013033165 0.029099501 0.999084942
1520616725.507864237 0.006850145 -0.012656615 -0.009932096 -0.036235479 0.010732262 0.032692588 0.998750721
1520616725.557866335 0.005819899 -0.012524533 -0.010745928 -0.041569273 0.008456154 0.035473773 0.998469880
1520616725.607868433 0.005696859 -0.008232428 -0.010675573 -0.043635169 0.007101422 0.035956003 0.998375034
1520616725.657862425 0.005422778 -0.007809562 -0.010659809 -0.044734420 0.005210635 0.034550451 0.998387674
1520616725.707863331 0.004852104 -0.007826627 -0.009848850 -0.044158286 0.004573083 0.032624028 0.998481249
1520616725.757865429 0.004159569 -0.008899664 -0.009390521 -0.042226237 0.003709754 0.030261294 0.998642797
1520616725.807866335 0.003801520 -0.009348218 -0.008713725 -0.038896556 0.002701600 0.029098891 0.998815806
1520616725.857868195 0.003415748 -0.011049240 -0.008060273 -0.035321699 0.002799137 0.027215135 0.999001441
1520616725.907871485 0.003396151 -0.011908650 -0.007195671 -0.032031046 0.002860599 0.026273153 0.999137403
1520616725.957871437 0.002946858 -0.012449124 -0.005973240 -0.029894601 0.003189101 0.025546865 0.999221447
1520616726.007873297 0.003285978 -0.012285088 -0.004836290 -0.028898694 0.003916785 0.025361729 0.999252874
1520616726.057950258 0.002649129 -0.012505590 -0.004042217 -0.028855574 0.004165186 0.026736088 0.999217288
1520616726.107951164 0.002548536 -0.012769071 -0.003437172 -0.028850433 0.004676716 0.028002671 0.999180480
1520616726.157953262 0.002530576 -0.012242713 -0.002976002 -0.027672853 0.005123381 0.027366979 0.999229209
1520616726.207954168 0.002832691 -0.012450990 -0.002368193 -0.024792113 0.005678303 0.025933028 0.999340075
1520616726.257956028 0.003599634 -0.013434426 -0.001767293 -0.021511973 0.006527929 0.024836144 0.999438736
1520616726.307958364 0.004953440 -0.013017304 -0.000937413 -0.020396812 0.009322850 0.023148522 0.999480465
1520616726.357959270 0.006076655 -0.011869942 -0.001051349 -0.023154619 0.009659033 0.021721693 0.999449216
1520616726.407961130 0.007919573 -0.009521162 -0.001776756 -0.028986423 0.011391452 0.019339531 0.999327776
1520616726.457912922 0.008999055 -0.007176398 -0.002467170 -0.036169452 0.012428712 0.018434306 0.999098331
1520616726.507915020 0.010161584 -0.004499059 -0.003035932 -0.040486499 0.011481209 0.019987359 0.998914176
1520616726.557915926 0.010410488 -0.005749167 -0.002474558 -0.039816666 0.012248565 0.020624544 0.998919033
1520616726.607916832 0.012079231 -0.007636437 -0.001383428 -0.033229356 0.014882153 0.019619995 0.999144328
1520616726.657918930 0.012637665 -0.011345155 0.000182448 -0.025347318 0.016688386 0.019719938 0.999344853
